    0.000000e+00    5.341709e+00   -5.000000e+00    1.598936e+01   -5.000000e+00    2.445835e+01   -5.000000e+00    3.319159e+01   -5.000000e+00    4.199377e+01   -5.000000e+00
    1.000000e-03    5.366287e+00   -4.931487e+00    1.574188e+01   -3.046185e+00    1.732318e+01   -1.411336e+00    1.064783e+01    6.687186e-01    1.562364e+01    1.019019e+00
    2.000000e-03    5.390018e+00   -4.862860e+00    1.498283e+01   -1.274039e+00    1.315101e+01   -3.908385e+00    1.324709e+01   -2.808636e+00    1.772485e+01    8.685825e-01
    3.000000e-03    5.412903e+00   -4.794129e+00    1.380782e+01    1.589404e-01    8.851394e+00   -7.793966e-01    1.404635e+01    4.416535e+00    1.487456e+01   -1.552480e+00
    4.000000e-03    5.434942e+00   -4.725306e+00    1.236141e+01    1.140432e+00    8.295859e+00   -3.071760e-01    1.021360e+01   -5.767488e+00    1.662015e+01    1.728433e-01
    5.000000e-03    5.456133e+00   -4.656401e+00    1.081719e+01    1.617825e+00    9.501677e+00    4.525027e+00    9.963885e+00    1.540603e+00    1.312220e+01    2.065590e+00
    6.000000e-03    5.476479e+00   -4.587424e+00    9.353904e+00    1.604384e+00    9.878807e+00    1.389910e+00    8.434844e+00    2.806112e+00    1.508134e+01    5.739892e-01
    7.000000e-03    5.495977e+00   -4.518388e+00    8.131082e+00    1.176189e+00    1.467277e+01    1.254943e+00    1.067914e+01   -2.807806e+00    1.073999e+01    6.564749e-01
    8.000000e-03    5.514630e+00   -4.449302e+00    7.267565e+00    4.603430e-01    9.563197e+00   -7.595069e-01    7.506533e+00   -2.152243e-01    1.638286e+01    8.658915e-01
    9.000000e-03    5.532436e+00   -4.380178e+00    6.825957e+00   -3.838716e-01    9.646432e+00   -4.967620e+00    8.478912e+00    2.168477e+00    1.099506e+01   -7.717779e-02
    1.000000e-02    5.549398e+00   -4.311025e+00    6.805181e+00   -1.188164e+00    6.452818e+00   -1.191323e+00    1.148817e+01    1.734166e+00    1.399069e+01    1.872456e+00
    1.100000e-02    5.565515e+00   -4.241856e+00    7.142156e+00   -1.799432e+00    4.969592e+00   -2.473865e-01    4.091621e+00   -1.201404e+00    1.008228e+01    3.995419e-01
    1.200000e-02    5.580789e+00   -4.172680e+00    7.722299e+00   -2.101533e+00    5.151440e+00    3.861717e+00    9.455803e+00   -8.480185e-01    1.388297e+01    3.407257e+00
    1.300000e-02    5.595220e+00   -4.103508e+00    8.397317e+00   -2.031527e+00    7.288136e+00    6.302999e-01    7.166324e+00    3.559338e+00    9.804289e+00   -4.342564e-01
    1.400000e-02    5.608810e+00   -4.034351e+00    9.007703e+00   -1.588110e+00    1.315808e+01    2.515519e+00    7.247301e+00   -5.882367e+00    1.133535e+01    2.593601e+00
    1.500000e-02    5.621560e+00   -3.965219e+00    9.406697e+00   -8.310289e-01    7.832125e+00    6.809930e-01    7.209605e+00    3.942646e+00    9.605243e+00    1.892361e+00
    1.600000e-02    5.633471e+00   -3.896124e+00    9.482249e+00    1.283687e-01    7.876734e+00   -4.679178e+00    2.010554e+00   -2.395332e+00    1.379013e+01    2.468277e+00
    1.700000e-02    5.644545e+00   -3.827076e+00    9.173846e+00    1.144104e+00    5.245081e+00   -2.843834e+00    1.232118e+01   -9.056356e-01    7.115600e+00    3.003739e+00
    1.800000e-02    5.654784e+00   -3.758085e+00    8.481758e+00    2.057573e+00    4.947066e+00   -1.418934e+00    2.336048e+00    3.515372e+00    1.162195e+01    8.927865e-01
    1.900000e-02    5.664189e+00   -3.689162e+00    7.467390e+00    2.721412e+00    3.755337e+00    4.477501e+00    6.836919e+00   -2.354136e+00    8.908558e+00    2.301298e-01
    2.000000e-02    5.672763e+00   -3.620317e+00    6.244687e+00    3.021789e+00    4.387017e+00    1.575221e+00    7.461442e+00    3.570192e+00    1.305966e+01    3.555684e+00
    2.100000e-02    5.680508e+00   -3.551561e+00    4.963803e+00    2.895881e+00    1.005635e+01    2.521915e+00    4.313811e+00   -3.051343e+00    7.501921e+00    2.511144e+00
    2.200000e-02    5.687426e+00   -3.482905e+00    3.789393e+00    2.342018e+00    7.475940e+00   -4.964391e-01    7.804480e+00    1.332672e-01    9.343784e+00    2.898004e+00
    2.300000e-02    5.693519e+00   -3.414359e+00    2.876636e+00    1.421000e+00    9.694333e+00   -3.970544e+00    3.900283e+00    2.292934e+00    8.074882e+00    1.897706e+00
    2.400000e-02    5.698790e+00   -3.345932e+00    2.348426e+00    2.483680e-01    5.229014e+00   -1.131109e+00    8.666818e+00   -1.557585e+00    1.143960e+01    4.875417e+00
    2.500000e-02    5.703242e+00   -3.277637e+00    2.277023e+00   -1.021293e+00    2.428395e+00   -1.205851e+00    6.782916e+00   -6.264954e-01    7.057843e+00    1.696489e+00
    2.600000e-02    5.706877e+00   -3.209482e+00    2.672816e+00   -2.215816e+00    7.918589e-01    1.996100e+00    4.368276e+00   -1.520651e+00    1.026453e+01    3.141885e+00
    2.700000e-02    5.709699e+00   -3.141478e+00    3.481836e+00   -3.169619e+00    4.323741e+00   -6.495244e-01    8.273458e+00    2.690599e+00    6.895664e+00    1.444958e+00
    2.800000e-02    5.711710e+00   -3.073635e+00    4.592411e+00   -3.747143e+00    1.078640e+01    3.960812e+00    4.281934e+00   -1.664523e+00    1.210050e+01    2.943171e+00
    2.900000e-02    5.712914e+00   -3.005964e+00    5.850068e+00   -3.862232e+00    6.712966e+00    2.373812e+00    5.726124e+00   -3.181078e+00    4.770797e+00    2.848633e+00
    3.000000e-02    5.713315e+00   -2.938475e+00    7.078588e+00   -3.490655e+00    7.589187e+00   -2.528064e+00    3.786410e+00    5.002094e+00    1.021265e+01    3.660266e+00
    3.100000e-02    5.712914e+00   -2.871176e+00    8.104245e+00   -2.673993e+00    3.915774e+00   -3.018282e+00    6.496999e+00   -4.459064e+00    4.950294e+00    2.243496e+00
    3.200000e-02    5.711718e+00   -2.804080e+00    8.779826e+00   -1.514305e+00    3.479598e+00   -3.442490e+00    6.545284e+00    8.714483e-01    1.032790e+01    4.122646e+00
    3.300000e-02    5.709728e+00   -2.737195e+00    9.005010e+00   -1.602976e-01    1.465682e+00    1.676669e+00   -7.229765e-01    8.499114e-01    6.150795e+00    1.907932e+00
    3.400000e-02    5.706949e+00   -2.670531e+00    8.740243e+00    1.213054e+00    3.261114e+00    4.983128e-01    1.253033e+01   -4.403317e-01    7.426158e+00    4.312718e+00
    3.500000e-02    5.703386e+00   -2.604098e+00    8.012133e+00    2.428572e+00    8.046120e+00    4.869617e+00    9.997114e-01    1.907181e+00    5.725835e+00    2.089117e+00
    3.600000e-02    5.699041e+00   -2.537907e+00    6.909606e+00    3.331235e+00    5.491958e+00    1.948767e+00    3.677430e+00   -2.318671e+00    9.371706e+00    4.029925e+00
    3.700000e-02    5.693920e+00   -2.471966e+00    5.571369e+00    3.809396e+00    8.309419e+00   -2.022666e+00    7.609791e+00    5.492580e+00    4.767314e+00    3.856614e+00
    3.800000e-02    5.688027e+00   -2.406285e+00    4.166460e+00    3.809873e+00    4.258917e+00   -2.368269e+00    3.539696e+00   -4.296177e+00    7.991184e+00    4.181104e+00
    3.900000e-02    5.681366e+00   -2.340874e+00    2.870639e+00    3.344796e+00    2.921010e+00   -3.819837e+00    5.195442e+00    7.181127e-02    4.630112e+00    1.688758e+00
    4.000000e-02    5.673942e+00   -2.275742e+00    1.841960e+00    2.489269e+00    6.607713e-01   -2.335855e-01    1.620707e+00    1.765601e+00    9.026815e+00    5.960712e+00
