    0.000000e+00    5.802364e+00   -1.000000e+00    2.140321e+00   -1.000000e+00
    1.000000e-02    2.564451e+00   -9.900498e-01    2.007327e+00   -9.900498e-01
    2.000000e-02    2.123622e+00   -9.801987e-01    1.882929e+00   -9.801987e-01
    3.000000e-02    1.866148e+00   -9.704455e-01    1.766563e+00   -9.704455e-01
    4.000000e-02    1.683845e+00   -9.607894e-01    1.657702e+00   -9.607894e-01
    5.000000e-02    1.542797e+00   -9.512294e-01    1.555851e+00   -9.512294e-01
    6.000000e-02    1.427891e+00   -9.417645e-01    1.460552e+00   -9.417645e-01
    7.000000e-02    1.331062e+00   -9.323938e-01    1.371374e+00   -9.323938e-01
    8.000000e-02    1.247494e+00   -9.231163e-01    1.287916e+00   -9.231163e-01
    9.000000e-02    1.174075e+00   -9.139312e-01    1.209801e+00   -9.139312e-01
    1.000000e-01    1.108683e+00   -9.048374e-01    1.136680e+00   -9.048374e-01
    1.100000e-01    1.049800e+00   -8.958341e-01    1.068226e+00   -8.958341e-01
    1.200000e-01    9.963051e-01   -8.869204e-01    1.004132e+00   -8.869204e-01
    1.300000e-01    9.473463e-01   -8.780954e-01    9.441125e-01   -8.780954e-01
    1.400000e-01    9.022604e-01   -8.693582e-01    8.879012e-01   -8.693582e-01
    1.500000e-01    8.605211e-01   -8.607080e-01    8.352486e-01   -8.607080e-01
    1.600000e-01    8.217036e-01   -8.521438e-01    7.859218e-01   -8.521438e-01
    1.700000e-01    7.854600e-01   -8.436648e-01    7.397033e-01   -8.436648e-01
    1.800000e-01    7.515016e-01   -8.352702e-01    6.963900e-01   -8.352702e-01
    1.900000e-01    7.195863e-01   -8.269591e-01    6.557920e-01   -8.269591e-01
    2.000000e-01    6.895089e-01   -8.187308e-01    6.177320e-01   -8.187308e-01
    2.100000e-01    6.610940e-01   -8.105842e-01    5.820444e-01   -8.105842e-01
    2.200000e-01    6.341904e-01   -8.025188e-01    5.485745e-01   -8.025188e-01
    2.300000e-01    6.086670e-01   -7.945336e-01    5.171777e-01   -7.945336e-01
    2.400000e-01    5.844090e-01   -7.866279e-01    4.877190e-01   -7.866279e-01
    2.500000e-01    5.613157e-01   -7.788008e-01    4.600723e-01   -7.788008e-01
    2.600000e-01    5.392979e-01   -7.710516e-01    4.341197e-01   -7.710516e-01
    2.700000e-01    5.182765e-01   -7.633795e-01    4.097511e-01   -7.633795e-01
    2.800000e-01    4.981808e-01   -7.557837e-01    3.868637e-01   -7.557837e-01
    2.900000e-01    4.789475e-01   -7.482636e-01    3.653614e-01   -7.482636e-01
    3.000000e-01    4.605195e-01   -7.408182e-01    3.451545e-01   -7.408182e-01
    3.100000e-01    4.428453e-01   -7.334470e-01    3.261590e-01   -7.334470e-01
    3.200000e-01    4.258782e-01   -7.261490e-01    3.082967e-01   -7.261490e-01
    3.300000e-01    4.095757e-01   -7.189237e-01    2.914943e-01   -7.189237e-01
